False phone,Corrected Phone,salt
89254512569,89197513825,56998744
89703400899,89646402155,56998744
89923388123,89866389379,56998744
89253543345,89196544601,56998744
89726690899,89669692155,56998744
89254421345,89197422601,56998744
89703990899,89646992155,56998744
89694330899,89637332155,56998744
89925110899,89868112155,56998744
89225907999,89168909255,56998744
89828187999,89771189255,56998744
89254850899,89197852155,56998744
89924750899,89867752155,56998744
89828167999,89771169255,56998744
89068191345,89011192601,56998744
89896619234,89839620490,56998744
89925613345,89868614601,56998744
89233193345,89176194601,56998744
89256062569,89199063825,56998744
89234636345,89177637601,56998744
89253036345,89196037601,56998744
89094385123,89037386379,56998744
89226936345,89169937601,56998744
89223836345,89166837601,56998744
89915072569,89858073825,56998744
89223226345,89166227601,56998744
89226153345,89169154601,56998744
89726935123,89669936379,56998744
89638118123,89581119379,56998744
89166546345,89109547601,56998744
89166265123,89109266379,56998744
89864884000,89807885256,56998744
89715016345,89658017601,56998744
89925116345,89868117601,56998744
89746349234,89689350490,56998744
89226473345,89169474601,56998744
89743097999,89686099255,56998744
89683978699,89626979955,56998744
89226169778,89169171034,56998744
89925734456,89868735712,56998744
89916711456,89859712712,56998744
89705501456,89648502712,56998744
89746911456,89689912712,56998744
89225477234,89168478490,56998744
89683643569,89626644825,56998744
89726379778,89669381034,56998744
89896206234,89839207490,56998744
89926419778,89869421034,56998744
89924806234,89867807490,56998744
89866233569,89809234825,56998744
89926786234,89869787490,56998744
89683241456,89626242712,56998744
89753351456,89696352712,56998744
89706325456,89649326712,56998744
89683340569,89626341825,56998744
89093605456,89036606712,56998744
89236154456,89179155712,56998744
89734540569,89677541825,56998744
89125493569,89068494825,56998744
89236270569,89179271825,56998744
89214453569,89157454825,56998744
89235335456,89178336712,56998744
89926753569,89869754825,56998744
89223103569,89166104825,56998744
89755446234,89698447490,56998744
89093265456,89036266712,56998744
89226865456,89169866712,56998744
89096594456,89039595712,56998744
89713946234,89656947490,56998744
89224127234,89167128490,56998744
89703846234,89646847490,56998744
89638116234,89581117490,56998744
89686109778,89629111034,56998744
89863229778,89806231034,56998744
89166839778,89109841034,56998744
89913069699,89856070955,56998744
89916788234,89859789490,56998744
89923555345,89866556601,56998744
89165799699,89108800955,56998744
89164898234,89107899490,56998744
89113266569,89056267825,56998744
89926577569,89869578825,56998744
89126121569,89069122825,56998744
89894010234,89837011490,56998744
89638190234,89581191490,56998744
89746079699,89689080955,56998744
89684787569,89627788825,56998744
89703744778,89646746034,56998744
89893150234,89836151490,56998744
89163830234,89106831490,56998744
89113767569,89056768825,56998744
89733971569,89676972825,56998744
89684360234,89627361490,56998744
89866360234,89809361490,56998744
89915591569,89858592825,56998744
89744852899,89687854155,56998744
89234842899,89177844155,56998744
89916371569,89859372825,56998744
89925192899,89868194155,56998744
89226233699,89169234955,56998744
89124061569,89067062825,56998744
89925724778,89868726034,56998744
89723113699,89666114955,56998744
89754651569,89697652825,56998744
89215392899,89158394155,56998744
89418161569,89361162825,56998744
89685305345,89628306601,56998744
89418193699,89361194955,56998744
89163785345,89106786601,56998744
89925685345,89868686601,56998744
89154593699,89097594955,56998744
89864040234,89807041490,56998744
89916836569,89859837825,56998744
89126568234,89069569490,56998744
89116426569,89059427825,56998744
89348180234,89291181490,56998744
89743047569,89686048825,56998744
89093775345,89036776601,56998744
89166528234,89109529490,56998744
89736981569,89679982825,56998744
89223503699,89166504955,56998744
89093094778,89036096034,56998744
89724481569,89667482825,56998744
89684004778,89627006034,56998744
89866563699,89809564955,56998744
89068116569,89011117825,56998744
89916548234,89859549490,56998744
89638159699,89581160955,56998744
89236176569,89179177825,56998744
89743209699,89686210955,56998744
89746164778,89689166034,56998744
89154683699,89097684955,56998744
89164683699,89107684955,56998744
89255839699,89198840955,56998744
89123749699,89066750955,56998744
89638173699,89581174955,56998744
89116700999,89059702255,56998744
89895223999,89838225255,56998744
89734112699,89677113955,56998744
89756745899,89699747155,56998744
89638169569,89581170825,56998744
89705469569,89648470825,56998744
89214178569,89157179825,56998744
89714456778,89657458034,56998744
89915201899,89858203155,56998744
89865420999,89808422255,56998744
89723207699,89666208955,56998744
89866444699,89809445955,56998744
89123621899,89066623155,56998744
89685907699,89628908955,56998744
89308167699,89251168955,56998744
89693422699,89636423955,56998744
89308182699,89251183955,56998744
89828160999,89771162255,56998744
89715482699,89658483955,56998744
89255160999,89198162255,56998744
89866892699,89809893955,56998744
89154661899,89097663155,56998744
89166751899,89109753155,56998744
89235062699,89178063955,56998744
89068185899,89011187155,56998744
89068162699,89011163955,56998744
89223370999,89166372255,56998744
89925593999,89868595255,56998744
89308180999,89251182255,56998744
89926402699,89869403955,56998744
89896626778,89839628034,56998744
89166026778,89109028034,56998744
89164047699,89107048955,56998744
89096296778,89039298034,56998744
89254603999,89197605255,56998744
89923081899,89866083155,56998744
89924246778,89867248034,56998744
89683581899,89626583155,56998744
89693248569,89636249825,56998744
89894184699,89837185955,56998744
89734357699,89677358955,56998744
89225829569,89168830825,56998744
89925729569,89868730825,56998744
89695657699,89638658955,56998744
89165849569,89108850825,56998744
89706523899,89649525155,56998744
89154478456,89097479712,56998744
89685343899,89628345155,56998744
89068189345,89011190601,56998744
89156756899,89099758155,56998744
89214010345,89157011601,56998744
89215821699,89158822955,56998744
89216144899,89159146155,56998744
89743744899,89686746155,56998744
89828179345,89771180601,56998744
89925771699,89868772955,56998744
89348191699,89291192955,56998744
89164806899,89107808155,56998744
89925442778,89868444034,56998744
89235960345,89178961601,56998744
89914271699,89857272955,56998744
89725931699,89668932955,56998744
89213642778,89156644034,56998744
89234508456,89177509712,56998744
89756061699,89699062955,56998744
89125408456,89068409712,56998744
89226824899,89169826155,56998744
89224374899,89167376155,56998744
89164525999,89107527255,56998744
89226870345,89169871601,56998744
89215514899,89158516155,56998744
89864405999,89807407255,56998744
89725740345,89668741601,56998744
89224615999,89167617255,56998744
89684080345,89627081601,56998744
89255353899,89198355155,56998744
89226318456,89169319712,56998744
89093537456,89036538712,56998744
89923265999,89866267255,56998744
89113248456,89056249712,56998744
89224384899,89167386155,56998744
89638163899,89581165155,56998744
89916439345,89859440601,56998744
89165483899,89108485155,56998744
89223600456,89166601712,56998744
89923478345,89866479601,56998744
89684399456,89627400712,56998744
89693643778,89636645034,56998744
89156498345,89099499601,56998744
89915207345,89858208601,56998744
89728110456,89671111712,56998744
89828110456,89771111712,56998744
89095110456,89038111712,56998744
89695579456,89638580712,56998744
89165044999,89108046255,56998744
89726060456,89669061712,56998744
89925886456,89868887712,56998744
89753561778,89696563034,56998744
89723908345,89666909601,56998744
89756408345,89699409601,56998744
89235092999,89178094255,56998744
89224486456,89167487712,56998744
89743851778,89686853034,56998744
89696941778,89639943034,56998744
89683914999,89626916255,56998744
89165905778,89108907034,56998744
89153136456,89096137712,56998744
89895036456,89838037712,56998744
89255485778,89198487034,56998744
89723526456,89666527712,56998744
89213736456,89156737712,56998744
89703672999,89646674255,56998744
89696653778,89639655034,56998744
89895018345,89838019601,56998744
89706218345,89649219601,56998744
89096918345,89039919601,56998744
89256403778,89199405034,56998744
89638118345,89581119601,56998744
89216118345,89159119601,56998744
89156365778,89099367034,56998744
89318175778,89261177034,56998744
89214884999,89157886255,56998744
89923016456,89866017712,56998744
89916248345,89859249601,56998744
89165783778,89108785034,56998744
89726339456,89669340712,56998744
89733517345,89676518601,56998744
89113657345,89056658601,56998744
89924383778,89867385034,56998744
89915757345,89858758601,56998744
89866949456,89809950712,56998744
89723212300,89666213556,56998744
89068178900,89011180156,56998744
89114777889,89057779145,56998744
89735998900,89679000156,56998744
89253077889,89196079145,56998744
89213366900,89156368156,56998744
89915421200,89858422456,56998744
89236530012,89179531268,56998744
89865190012,89808191268,56998744
89916210012,89859211268,56998744
89745410012,89688411268,56998744
89164667889,89107669145,56998744
89723910012,89666911268,56998744
89166744556,89109745812,56998744
89256982300,89199983556,56998744
89156322300,89099323556,56998744
89216142300,89159143556,56998744
89685422300,89628423556,56998744
89234382300,89177383556,56998744
89163282300,89106283556,56998744
89683008900,89626010156,56998744
89924674556,89867675812,56998744
89116724556,89059725812,56998744
89923186900,89866188156,56998744
89216408900,89159410156,56998744
89255541200,89198542456,56998744
89754292300,89697293556,56998744
89164486900,89107488156,56998744
89913236900,89856238156,56998744
89755205669,89698206925,56998744
89736593434,89679594690,56998744
89753840012,89696841268,56998744
89226736900,89169738156,56998744
89126426900,89069428156,56998744
89923968900,89866970156,56998744
89255518900,89198520156,56998744
89705118900,89648120156,56998744
89695346900,89638348156,56998744
89318181200,89261182456,56998744
89068181200,89011182456,56998744
89926358900,89869360156,56998744
89216616900,89159618156,56998744
89915784556,89858785812,56998744
89915059900,89858061156,56998744
89924983434,89867984690,56998744
89348197889,89291199145,56998744
89113664556,89056665812,56998744
89153149900,89096151156,56998744
89215557889,89158559145,56998744
89165583434,89108584690,56998744
89896334100,89839335356,56998744
89096134100,89039135356,56998744
89233799889,89176801145,56998744
89865188889,89808190145,56998744
89254034100,89197035356,56998744
89253432100,89196433356,56998744
89093998889,89037000145,56998744
89725301012,89668302268,56998744
89893066669,89836067925,56998744
89256010100,89199011356,56998744
89253350100,89196351356,56998744
89235867789,89178869045,56998744
89233579889,89176581145,56998744
89235982100,89178983356,56998744
89253960100,89196961356,56998744
89163308889,89106310145,56998744
89094642100,89037643356,56998744
89686886669,89629887925,56998744
89923561012,89866562268,56998744
89235551012,89178552268,56998744
89236724100,89179725356,56998744
89694386669,89637387925,56998744
89703374100,89646375356,56998744
89916414100,89859415356,56998744
89163354100,89106355356,56998744
89153285012,89096286268,56998744
89113854100,89056855356,56998744
89163754100,89106755356,56998744
89864696669,89807697925,56998744
89705880100,89648881356,56998744
89068115012,89011116268,56998744
89418180100,89361181356,56998744
89726796669,89669797925,56998744
89756296669,89699297925,56998744
89925647789,89868649045,56998744
89236103200,89179104456,56998744
89926937789,89869939045,56998744
89155216669,89098217925,56998744
89213527789,89156529045,56998744
89914327789,89857329045,56998744
89236059889,89179061145,56998744
89894838889,89837840145,56998744
89164048889,89107050145,56998744
89164209889,89107211145,56998744
89913064100,89856065356,56998744
89693149889,89636151145,56998744
89113557789,89056559045,56998744
89256939889,89199941145,56998744
89723939889,89666941145,56998744
89308173200,89251174456,56998744
89924949889,89867951145,56998744
89896012012,89839013268,56998744
89864978789,89807980045,56998744
89224412012,89167413268,56998744
89113355556,89056356812,56998744
89214055556,89157056812,56998744
89914278789,89857280045,56998744
89125645556,89068646812,56998744
89754101100,89697102356,56998744
89226611100,89169612356,56998744
89235132012,89178133268,56998744
89896620789,89839622045,56998744
89124521100,89067522356,56998744
89723230789,89666232045,56998744
89914156012,89857157268,56998744
89715650789,89658652045,56998744
89226322012,89169323268,56998744
89235982012,89178983268,56998744
89913052012,89856053268,56998744
89234282012,89177283268,56998744
89754442012,89697443268,56998744
89828160789,89771162045,56998744
89733192012,89676193268,56998744
89156874300,89099875556,56998744
89755974300,89698975556,56998744
89925141100,89868142356,56998744
89253374300,89196375556,56998744
89914941100,89857942356,56998744
89123492012,89066493268,56998744
89695240789,89638242045,56998744
89916914300,89859915556,56998744
89216354300,89159355556,56998744
89235625556,89178626812,56998744
89256854300,89199855556,56998744
89924593012,89867594268,56998744
89153126012,89096127268,56998744
89746535556,89689536812,56998744
89638115556,89581116812,56998744
89716935556,89659936812,56998744
89746328789,89689330045,56998744
89923903012,89866904268,56998744
89164546012,89107547268,56998744
89638175556,89581176812,56998744
89924327100,89867328356,56998744
89125895556,89068896812,56998744
89308195556,89251196812,56998744
89923248789,89866250045,56998744
89166638789,89109640045,56998744
89418184300,89361185556,56998744
89726463012,89669464268,56998744
89068176012,89011177268,56998744
89926738789,89869740045,56998744
89925339012,89868340268,56998744
89236339012,89179340268,56998744
89893323100,89836324356,56998744
89236100669,89179101925,56998744
89124512200,89067513456,56998744
89226688012,89169689268,56998744
89925045200,89868046456,56998744
89068178012,89011179268,56998744
89224532200,89167533456,56998744
89116189100,89059190356,56998744
89165866100,89108867356,56998744
89068177012,89011178268,56998744
89706843100,89649844356,56998744
89254430669,89197431925,56998744
89123530669,89066531925,56998744
89683421900,89626423156,56998744
89156079100,89099080356,56998744
89156187012,89099188268,56998744
89683744200,89626745456,56998744
89744150669,89687151925,56998744
89925950669,89868951925,56998744
89253452200,89196453456,56998744
89926331900,89869333156,56998744
89223622200,89166623456,56998744
89233031900,89176033156,56998744
89926642200,89869643456,56998744
89925605200,89868606456,56998744
89925254200,89868255456,56998744
89116240669,89059241925,56998744
89916996100,89859997356,56998744
89864015200,89807016456,56998744
89695080669,89638081925,56998744
89736472200,89679473456,56998744
89255303100,89198304356,56998744
89235947012,89178948268,56998744
89685346100,89628347356,56998744
89166637012,89109638268,56998744
89255016100,89198017356,56998744
89713084200,89656085456,56998744
89226084200,89169085456,56998744
89254117012,89197118268,56998744
89715283100,89658284356,56998744
89706899200,89649900456,56998744
89153523300,89096524556,56998744
89233934012,89176935268,56998744
89864989200,89807990456,56998744
89234566300,89177567556,56998744
89726911300,89669912556,56998744
89256243300,89199244556,56998744
89224220889,89167222145,56998744
89685343300,89628344556,56998744
89914056300,89857057556,56998744
89318177900,89261179156,56998744
89864307900,89807309156,56998744
89923530889,89866532145,56998744
89318190889,89261192145,56998744
89866250889,89809252145,56998744
89866644012,89809645268,56998744
89223850889,89166852145,56998744
89215819200,89158820456,56998744
89226022556,89169023812,56998744
89156031300,89099032556,56998744
89715160889,89658162145,56998744
89163024012,89106025268,56998744
89095051300,89038052556,56998744
89734961300,89677962556,56998744
89714514012,89657515268,56998744
89154062556,89097063812,56998744
89233805100,89176806356,56998744
89224154012,89167155268,56998744
89923235100,89866236356,56998744
89253235100,89196236356,56998744
89638115100,89581116356,56998744
89214715100,89157716356,56998744
89213247900,89156249156,56998744
89163147900,89106149156,56998744
89895968100,89838969356,56998744
89235647900,89178649156,56998744
89924228100,89867229356,56998744
89124794012,89067795268,56998744
89224728100,89167729356,56998744
89923846300,89866847556,56998744
89864076300,89807077556,56998744
89895594012,89838595268,56998744
89913275100,89856276356,56998744
89916409200,89859410456,56998744
89735829200,89678830456,56998744
89125573300,89068574556,56998744
89863323556,89806324812,56998744
89125345434,89068346690,56998744
89318188669,89261189925,56998744
89684055434,89627056690,56998744
89163178669,89106179925,56998744
89925755434,89868756690,56998744
89916845434,89859846690,56998744
89864720556,89807721812,56998744
89735556200,89678557456,56998744
89095987200,89038988456,56998744
89226979789,89169981045,56998744
89755350556,89698351812,56998744
89745644434,89688645690,56998744
89925782434,89868783690,56998744
89165871434,89108872690,56998744
89866352434,89809353690,56998744
89308182434,89251183690,56998744
89216152434,89159153690,56998744
89163391434,89106392690,56998744
89215674434,89158675690,56998744
89223524434,89166525690,56998744
89164024434,89107025690,56998744
89916908669,89859909925,56998744
89913333556,89856334812,56998744
89226186200,89169187456,56998744
89154492434,89097493690,56998744
89863105434,89806106690,56998744
89163725434,89106726690,56998744
89254862434,89197863690,56998744
89924772434,89867773690,56998744
89126472434,89069473690,56998744
89236053556,89179054812,56998744
89893853556,89836854812,56998744
89123303556,89066304812,56998744
89123458669,89066459925,56998744
89695428669,89638429925,56998744
89318194434,89261195690,56998744
89895875434,89838876690,56998744
89713765434,89656766690,56998744
89866663556,89809664812,56998744
89234539789,89177541045,56998744
89233783556,89176784812,56998744
89753509789,89696511045,56998744
89214049789,89157051045,56998744
89215434789,89158436045,56998744
89694455300,89637456556,56998744
89726423669,89669424925,56998744
89236998200,89179999456,56998744
89694066556,89637067812,56998744
89914720200,89857721456,56998744
89735256556,89678257812,56998744
89925556556,89868557812,56998744
89743798200,89686799456,56998744
89256932889,89199934145,56998744
89154330200,89097331456,56998744
89828167556,89771168812,56998744
89916319669,89859320925,56998744
89864306556,89807307812,56998744
89924030200,89867031456,56998744
89233819669,89176820925,56998744
89865052889,89808054145,56998744
89896471556,89839472812,56998744
89914233669,89857234925,56998744
89226524789,89169526045,56998744
89743692889,89686694145,56998744
89926413669,89869414925,56998744
89693724789,89636726045,56998744
89735885300,89678886556,56998744
89896970200,89839971456,56998744
89704325300,89647326556,56998744
89068193669,89011194925,56998744
89744805300,89687806556,56998744
89235002889,89178004145,56998744
89696315300,89639316556,56998744
89164135300,89107136556,56998744
89638115300,89581116556,56998744
89095626556,89038627812,56998744
89924626556,89867627812,56998744
89115047556,89058048812,56998744
89235981556,89178982812,56998744
89254637556,89197638812,56998744
89754204789,89697206045,56998744
89154563669,89097564925,56998744
89895027556,89838028812,56998744
89253359669,89196360925,56998744
89915627556,89858628812,56998744
89123859669,89066860925,56998744
89154938200,89097939456,56998744
89165495300,89108496556,56998744
89156684789,89099686045,56998744
89705439669,89648440925,56998744
89684257556,89627258812,56998744
89234729669,89177730925,56998744
89693909669,89636910925,56998744
89166409669,89109410925,56998744
89214839669,89157840925,56998744
89716297556,89659298812,56998744
89733778556,89676779812,56998744
89213800900,89156802156,56998744
89923269556,89866270812,56998744
89114869556,89057870812,56998744
89895169556,89838170812,56998744
89703845889,89646847145,56998744
89923232669,89866233925,56998744
89924977669,89867978925,56998744
89913501889,89856503145,56998744
89723901889,89666903145,56998744
89235866789,89178868045,56998744
89164032669,89107033925,56998744
89896230900,89839232156,56998744
89163779556,89106780812,56998744
89693407669,89636408925,56998744
89095744669,89038745925,56998744
89743387669,89686388925,56998744
89256767669,89199768925,56998744
89734644669,89677645925,56998744
89693522669,89636523925,56998744
89255919556,89198920812,56998744
89915022669,89858023925,56998744
89925606789,89868608045,56998744
89114806789,89057808045,56998744
89124852669,89067853925,56998744
89308182669,89251183925,56998744
89163260900,89106262156,56998744
89068160900,89011162156,56998744
89925760900,89868762156,56998744
89686308556,89629309812,56998744
89216692669,89159693925,56998744
89094224669,89037225925,56998744
89913608556,89856609812,56998744
89733792669,89676793925,56998744
89925461889,89868463145,56998744
89226386789,89169388045,56998744
89225454669,89168455925,56998744
89216305889,89159307145,56998744
89923514669,89866515925,56998744
89828185889,89771187145,56998744
89753108556,89696109812,56998744
89894815889,89837817145,56998744
89684035889,89627037145,56998744
89225647669,89168648925,56998744
89224496789,89167498045,56998744
89164396789,89107398045,56998744
89914881889,89857883145,56998744
89224881889,89167883145,56998744
89924718556,89867719812,56998744
89893981889,89836983145,56998744
89068118556,89011119812,56998744
89235081889,89178083145,56998744
89923081889,89866083145,56998744
89113958556,89056959812,56998744
89255846789,89198848045,56998744
89924016789,89867018045,56998744
89163816789,89106818045,56998744
89684063900,89627065156,56998744
89115248556,89058249812,56998744
89164559556,89107560812,56998744
89866748556,89809749812,56998744
89166857669,89109858925,56998744
89926464669,89869465925,56998744
89913373900,89856375156,56998744
89725312789,89668314045,56998744
89216699300,89159700556,56998744
89755712789,89698714045,56998744
89113545900,89056547156,56998744
89308169300,89251170556,56998744
89696488434,89639489690,56998744
89755334889,89698336145,56998744
89236201669,89179202925,56998744
89125711669,89068712925,56998744
89755801669,89698802925,56998744
89716543889,89659545145,56998744
89925920300,89868921556,56998744
89154377434,89097378690,56998744
89684990300,89627991556,56998744
89154107434,89097108690,56998744
89213567434,89156568690,56998744
89114067434,89057068690,56998744
89216807434,89159808690,56998744
89308110300,89251111556,56998744
89638110300,89581111556,56998744
89226821669,89169822925,56998744
89165030300,89108031556,56998744
89864531669,89807532925,56998744
89124319300,89067320556,56998744
89215442789,89158444045,56998744
89155542789,89098544045,56998744
89215591669,89158592925,56998744
89223491669,89166492925,56998744
89755313889,89698315145,56998744
89224441669,89167442925,56998744
89755913889,89698915145,56998744
89155551669,89098552925,56998744
89894251669,89837252925,56998744
89164724889,89107726145,56998744
89923241669,89866242925,56998744
89695486889,89638488145,56998744
89164274889,89107276145,56998744
89235041669,89178042925,56998744
89914070300,89857071556,56998744
89925870300,89868871556,56998744
89256793889,89199795145,56998744
89163315900,89106317156,56998744
89683302789,89626304045,56998744
89163915900,89106917156,56998744
89224380300,89167381556,56998744
89926753889,89869755145,56998744
89125847434,89068848690,56998744
89308168434,89251169690,56998744
89233947434,89176948690,56998744
89116418434,89059419690,56998744
89223637434,89166638690,56998744
89724294889,89667296145,56998744
89154765900,89097767156,56998744
89164404889,89107406145,56998744
89923359300,89866360556,56998744
89214284889,89157286145,56998744
89746859300,89689860556,56998744
89253295900,89196297156,56998744
89223309300,89166310556,56998744
89254229300,89197230556,56998744
89638197434,89581198690,56998744
89234857434,89177858690,56998744
89754639300,89697640556,56998744
89236273889,89179275145,56998744
89125849300,89068850556,56998744
89744455789,89687457045,56998744
89714723789,89657725045,56998744
89166955789,89109957045,56998744
89926045789,89869047045,56998744
89694011789,89637013045,56998744
89685801789,89628803045,56998744
89865366434,89808367690,56998744
89164298300,89107299556,56998744
89214521789,89157523045,56998744
89254679434,89197680690,56998744
89894450434,89837451690,56998744
89678110434,89621111690,56998744
89828187300,89771188556,56998744
89744944900,89687946156,56998744
89068182900,89011184156,56998744
89213631789,89156633045,56998744
89155852900,89098854156,56998744
89216433789,89159435045,56998744
89926308300,89869309556,56998744
89925974900,89868976156,56998744
89866924900,89809926156,56998744
89116486434,89059487690,56998744
89216970434,89159971690,56998744
89113505789,89056507045,56998744
89166705789,89109707045,56998744
89236625789,89179627045,56998744
89224962900,89167964156,56998744
89893093789,89836095045,56998744
89165493789,89108495045,56998744
89746570434,89689571690,56998744
89165015789,89108017045,56998744
89924226434,89867227690,56998744
89695472900,89638474156,56998744
89213146434,89156147690,56998744
89166637300,89109638556,56998744
89308181789,89251183045,56998744
89734158300,89677159556,56998744
89164481789,89107483045,56998744
89746765789,89689767045,56998744
89925727300,89868728556,56998744
89164476434,89107477690,56998744
89865259434,89808260690,56998744
89235009434,89178010690,56998744
89915529434,89858530690,56998744
89926083789,89869085045,56998744
89308183789,89251185045,56998744
89223723423,89166724679,56998744
89754488912,89697490168,56998744
89925998912,89869000168,56998744
89318178912,89261180168,56998744
89094456912,89037458168,56998744
89226801212,89169802468,56998744
89166632312,89109633568,56998744
89126589912,89069591168,56998744
89318191212,89261192468,56998744
89163422312,89106423568,56998744
89915906912,89858908168,56998744
89123382312,89066383568,56998744
89254108912,89197110168,56998744
89215533423,89158534679,56998744
89156708912,89099710168,56998744
89746536912,89689538168,56998744
89114325600,89057326856,56998744
89863536912,89806538168,56998744
89318193423,89261194679,56998744
89914214500,89857215756,56998744
89736870078,89679871334,56998744
89735254500,89678255756,56998744
89226736912,89169738168,56998744
